Date,VisitorArrivals,FXAgainstChina,CovidCases,CovidDeaths,FSI,GDPPerCap,GDP,Population,HotelsCount,RoomsCount,TravelPolicy,Temperature,Precipitation,GlobalCovidTrend,Latitude,Longitude,DistFromChina,Country
1994-07-01,,0.115455,0.0,0.0,,42715.5,11264591406415.5,263702472.0,,,0.0,21.1,76.2,0.0,37.09024,-95.712891,11671.172680808118,USA
1994-08-01,,0.116182,0.0,0.0,,42767.416666666664,11288680529963.916,263946017.0,,,0.0,20.3,71.3,0.0,37.09024,-95.712891,11671.172680808118,USA
1994-09-01,,0.116904,0.0,0.0,,42819.333333333336,11312769653512.334,264189562.0,,,0.0,16.3,59.6,0.0,37.09024,-95.712891,11671.172680808118,USA
1994-10-01,,0.116939,0.0,0.0,,42871.25,11336858777060.75,264433107.0,,,0.0,9.6,72.0,0.0,37.09024,-95.712891,11671.172680808118,USA
1994-11-01,,0.117095,0.0,0.0,,42923.166666666664,11360947900609.166,264676652.0,,,0.0,2.6,73.4,0.0,37.09024,-95.712891,11671.172680808118,USA
1994-12-01,,0.117615,0.0,0.0,,42975.083333333336,11385037024157.584,264920196.0,,,0.0,-0.9,57.4,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-01-01,,0.118163,0.0,0.0,,43027.0,11409126147706.0,265163741.0,,3500000.0,0.0,-2.2,74.2,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-02-01,,0.118306,0.0,0.0,,43119.166666666664,11445245426360.5,265428013.0,,3508333.3333333335,0.0,-0.2,40.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-03-01,,0.118367,0.0,0.0,,43211.333333333336,11481364705015.0,265692286.0,,3516666.6666666665,0.0,2.6,66.3,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-04-01,,0.118454,0.0,0.0,,43303.5,11517483983669.5,265956558.0,,3525000.0,0.0,7.8,63.7,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-05-01,,0.119942,0.0,0.0,,43395.666666666664,11553603262324.0,266220830.0,,3533333.3333333335,0.0,13.4,88.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-06-01,,0.120184,0.0,0.0,,43487.833333333336,11589722540978.5,266485102.0,,3541666.6666666665,0.0,18.1,76.4,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-07-01,,0.120187,0.0,0.0,,43580.0,11625841819633.0,266749374.0,,3550000.0,0.0,21.1,70.3,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-08-01,,0.120116,0.0,0.0,,43672.166666666664,11661961098287.5,267013647.0,,3558333.3333333335,0.0,21.1,70.8,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-09-01,,0.119974,0.0,0.0,,43764.333333333336,11698080376942.0,267277919.0,,3566666.6666666665,0.0,16.4,58.3,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-10-01,,0.119979,0.0,0.0,,43856.5,11734199655596.5,267542191.0,,3575000.0,0.0,10.0,67.0,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-11-01,,0.119992,0.0,0.0,,43948.666666666664,11770318934251.0,267806464.0,,3583333.3333333335,0.0,2.4,56.2,0.0,37.09024,-95.712891,11671.172680808118,USA
1995-12-01,,0.119974,0.0,0.0,,44040.833333333336,11806438212905.5,268070736.0,,3591666.6666666665,0.0,-1.8,54.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-01-01,,0.119928,0.0,0.0,,44133.0,11842557491560.0,268335008.0,,3600000.0,0.0,-4.5,67.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-02-01,,0.120063,0.0,0.0,,44248.25,11886287567125.25,268616560.0,,3616666.6666666665,0.0,-1.3,52.0,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-03-01,,0.119767,0.0,0.0,,44363.5,11930017642690.5,268898112.0,,3633333.3333333335,0.0,1.5,53.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-04-01,,0.11974,0.0,0.0,,44478.75,11973747718255.75,269179664.0,,3650000.0,0.0,7.8,60.6,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-05-01,,0.119792,0.0,0.0,,44594.0,12017477793821.0,269461217.0,,3666666.6666666665,0.0,14.0,71.7,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-06-01,,0.11987,0.0,0.0,,44709.25,12061207869386.25,269742769.0,,3683333.3333333335,0.0,18.9,69.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-07-01,,0.119918,0.0,0.0,,44824.5,12104937944951.5,270024321.0,,3700000.0,0.0,21.0,76.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-08-01,,0.119934,0.0,0.0,,44939.75,12148668020516.75,270305873.0,,3716666.6666666665,0.0,20.1,69.4,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-09-01,,0.11999,0.0,0.0,,45055.0,12192398096082.0,270587425.0,,3733333.3333333335,0.0,15.2,82.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-10-01,,0.120045,0.0,0.0,,45170.25,12236128171647.25,270868978.0,,3750000.0,0.0,8.8,64.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-11-01,,0.120046,0.0,0.0,,45285.5,12279858247212.5,271150530.0,,3766666.6666666665,0.0,1.5,69.1,0.0,37.09024,-95.712891,11671.172680808118,USA
1996-12-01,,0.120063,0.0,0.0,,45400.75,12323588322777.75,271432082.0,,3783333.3333333335,0.0,-2.2,74.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-01-01,,0.120919,0.0,0.0,,45516.0,12367318398343.0,271713634.0,,3800000.0,0.0,-4.2,70.1,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-02-01,,0.120919,0.0,0.0,,45640.083333333336,12414584300028.416,272002107.0,,3808333.3333333335,0.0,-0.2,57.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-03-01,,0.120919,0.0,0.0,,45764.166666666664,12461850201713.834,272290580.0,,3816666.6666666665,0.0,2.6,55.0,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-04-01,,0.120919,0.0,0.0,,45888.25,12509116103399.25,272579053.0,,3825000.0,0.0,6.4,65.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-05-01,,0.120919,0.0,0.0,,46012.333333333336,12556382005084.666,272867526.0,,3833333.3333333335,0.0,13.1,64.6,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-06-01,,0.120919,0.0,0.0,,46136.416666666664,12603647906770.084,273155999.0,,3841666.6666666665,0.0,18.2,79.0,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-07-01,,0.120919,0.0,0.0,,46260.5,12650913808455.5,273444472.0,,3850000.0,0.0,20.8,67.8,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-08-01,,0.120919,0.0,0.0,,46384.583333333336,12698179710140.916,273732944.0,,3858333.3333333335,0.0,19.9,74.1,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-09-01,,0.120919,0.0,0.0,,46508.666666666664,12745445611826.334,274021417.0,,3866666.6666666665,0.0,16.8,64.4,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-10-01,,0.120919,0.0,0.0,,46632.75,12792711513511.75,274309890.0,,3875000.0,0.0,8.9,64.0,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-11-01,,0.120919,0.0,0.0,,46756.833333333336,12839977415197.166,274598363.0,,3883333.3333333335,0.0,2.5,58.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1997-12-01,,0.120919,0.0,0.0,,46880.916666666664,12887243316882.584,274886836.0,,3891666.6666666665,0.0,-1.9,59.4,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-01-01,,0.120919,0.0,0.0,,47005.0,12934509218568.0,275175309.0,44574.0,3900000.0,0.0,-1.7,80.8,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-02-01,,0.120919,0.0,0.0,,47144.333333333336,12986532885368.166,275456379.0,44618.75,3900000.0,0.0,0.8,74.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-03-01,,0.120919,0.0,0.0,,47283.666666666664,13038556552168.334,275737449.0,44663.5,3900000.0,0.0,2.7,74.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-04-01,,0.120919,0.0,0.0,,47423.0,13090580218968.5,276018519.0,44708.25,3900000.0,0.0,8.4,59.8,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-05-01,,0.120919,0.0,0.0,,47562.333333333336,13142603885768.666,276299589.0,44753.0,3900000.0,0.0,14.6,60.1,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-06-01,,0.120919,0.0,0.0,,47701.666666666664,13194627552568.834,276580659.0,44797.75,3900000.0,0.0,18.0,78.3,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-07-01,,0.120919,0.0,0.0,,47841.0,13246651219369.0,276861728.0,44842.5,3900000.0,0.0,21.6,73.1,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-08-01,,0.120919,0.0,0.0,,47980.333333333336,13298674886169.166,277142798.0,44887.25,3900000.0,0.0,20.5,70.4,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-09-01,,0.120919,0.0,0.0,,48119.666666666664,13350698552969.334,277423868.0,44932.0,3900000.0,0.0,17.7,65.2,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-10-01,,0.120919,0.0,0.0,,48259.0,13402722219769.5,277704938.0,44976.75,3900000.0,0.0,10.0,72.3,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-11-01,,0.120919,0.0,0.0,,48398.333333333336,13454745886569.666,277986008.0,45021.5,3900000.0,0.0,4.1,61.8,0.0,37.09024,-95.712891,11671.172680808118,USA
1998-12-01,,0.120919,0.0,0.0,,48537.666666666664,13506769553369.834,278267078.0,45066.25,3900000.0,0.0,-1.3,51.7,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-01-01,,0.120919,0.0,0.0,,48677.0,13558793220170.0,278548148.0,45111.0,3900000.0,0.0,-2.8,78.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-02-01,,0.120919,0.0,0.0,,48797.666666666664,13605621194127.25,278811712.0,45171.916666666664,3916666.6666666665,0.0,-0.3,48.4,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-03-01,,0.120919,0.0,0.0,,48918.333333333336,13652449168084.5,279075276.0,45232.833333333336,3933333.3333333335,0.0,2.2,52.0,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-04-01,,0.120919,0.0,0.0,,49039.0,13699277142041.75,279338840.0,45293.75,3950000.0,0.0,7.9,64.0,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-05-01,,0.120919,0.0,0.0,,49159.666666666664,13746105115999.0,279602403.0,45354.666666666664,3966666.6666666665,0.0,13.2,67.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-06-01,,0.120919,0.0,0.0,,49280.333333333336,13792933089956.25,279865967.0,45415.583333333336,3983333.3333333335,0.0,18.1,80.9,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-07-01,,0.120919,0.0,0.0,,49401.0,13839761063913.5,280129531.0,45476.5,4000000.0,0.0,21.1,68.1,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-08-01,,0.120919,0.0,0.0,,49521.666666666664,13886589037870.75,280393095.0,45537.416666666664,4016666.6666666665,0.0,20.3,64.7,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-09-01,,0.120919,0.0,0.0,,49642.333333333336,13933417011828.0,280656659.0,45598.333333333336,4033333.3333333335,0.0,15.5,67.6,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-10-01,,0.120919,0.0,0.0,,49763.0,13980244985785.25,280920222.0,45659.25,4050000.0,0.0,9.4,49.5,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-11-01,,0.120919,0.0,0.0,,49883.666666666664,14027072959742.5,281183786.0,45720.166666666664,4066666.6666666665,0.0,4.7,39.6,0.0,37.09024,-95.712891,11671.172680808118,USA
1999-12-01,,0.120919,0.0,0.0,,50004.333333333336,14073900933699.75,281447350.0,45781.083333333336,4083333.3333333335,0.0,-1.4,48.4,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-01-01,17357.0,0.120919,0.0,0.0,,50125.0,14120728907657.0,281710914.0,45842.0,4100000.0,0.0,-2.6,57.8,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-02-01,14574.0,0.120919,0.0,0.0,,50125.166666666664,14132873597685.834,281952337.0,45878.166666666664,4108333.3333333335,0.0,1.5,51.7,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-03-01,15127.0,0.120919,0.0,0.0,,50125.333333333336,14145018287714.666,282193760.0,45914.333333333336,4116666.6666666665,0.0,4.4,57.7,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-04-01,18332.0,0.120919,0.0,0.0,,50125.5,14157162977743.5,282435184.0,45950.5,4125000.0,0.0,8.3,54.9,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-05-01,22690.0,0.120919,0.0,0.0,,50125.666666666664,14169307667772.334,282676607.0,45986.666666666664,4133333.3333333335,0.0,14.3,60.8,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-06-01,21623.0,0.120919,0.0,0.0,,50125.833333333336,14181452357801.166,282918030.0,46022.833333333336,4141666.6666666665,0.0,18.3,80.4,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-07-01,24742.0,0.120919,0.0,0.0,,50126.0,14193597047830.0,283159453.0,46059.0,4150000.0,0.0,20.7,65.4,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-08-01,27209.0,0.120919,0.0,0.0,,50126.166666666664,14205741737858.834,283400876.0,46095.166666666664,4158333.3333333335,0.0,20.4,58.7,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-09-01,24458.0,0.120919,0.0,0.0,,50126.333333333336,14217886427887.666,283642299.0,46131.333333333336,4166666.6666666665,0.0,15.8,64.3,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-10-01,21716.0,0.120919,0.0,0.0,,50126.5,14230031117916.5,283883722.0,46167.5,4175000.0,0.0,9.8,57.9,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-11-01,23121.0,0.120919,0.0,0.0,,50126.666666666664,14242175807945.334,284125146.0,46203.666666666664,4183333.3333333335,0.0,1.2,66.8,0.0,37.09024,-95.712891,11671.172680808118,USA
2000-12-01,18492.0,0.120919,0.0,0.0,,50126.833333333336,14254320497974.166,284366569.0,46239.833333333336,4191666.6666666665,0.0,-3.8,43.7,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-01-01,21941.0,0.120919,0.0,0.0,,50127.0,14266465188003.0,284607992.0,46276.0,4200000.0,0.0,-2.2,52.1,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-02-01,14256.0,0.120919,0.0,0.0,,50160.5,14287249390548.334,284830602.0,46317.416666666664,4216461.166666667,0.0,-1.2,57.0,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-03-01,18786.0,0.120919,0.0,0.0,,50194.0,14308033593093.666,285053212.0,46358.833333333336,4232922.333333333,0.0,1.9,61.9,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-04-01,19586.0,0.120919,0.0,0.0,,50227.5,14328817795639.0,285275822.0,46400.25,4249383.5,0.0,8.8,50.0,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-05-01,23191.0,0.120919,0.0,0.0,,50261.0,14349601998184.334,285498432.0,46441.666666666664,4265844.666666667,0.0,14.0,63.3,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-06-01,23444.0,0.120919,0.0,0.0,,50294.5,14370386200729.666,285721042.0,46483.083333333336,4282305.833333333,0.0,18.5,72.1,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-07-01,26761.0,0.120919,0.0,0.0,,50328.0,14391170403275.0,285943652.0,46524.5,4298767.0,0.0,21.1,72.9,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-08-01,29705.0,0.120919,0.0,0.0,,50361.5,14411954605820.334,286166262.0,46565.916666666664,4315228.166666667,0.0,20.8,69.5,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-09-01,18240.0,0.120919,0.0,0.0,,50395.0,14432738808365.666,286388872.0,46607.333333333336,4331689.333333333,0.0,16.2,64.7,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-10-01,10965.0,0.120919,0.0,0.0,,50428.5,14453523010911.0,286611482.0,46648.75,4348150.5,0.0,9.2,58.4,0.0,37.09024,-95.712891,11671.172680808118,USA
2001-11-01,12813.0,0.120919,0.0,0.0,,50462.0,14474307213456.334,286834092.0,46690.166666666664,4364611.666666667,0.0,4.8,55.3,0.0,37.09024,-95.712891,11671.172680808118,USA
